music_name,music_url,translate_names
春色小径　～ Colorful Path,https://thwiki.cc/%E6%98%A5%E8%89%B2%E5%B0%8F%E5%BE%84_%EF%BD%9E_Colorful_Path,春色小径　～ Colorful Path|春色小径　～ Colorful Path|Spring Lane ~ Colorful Path
春风之梦,https://thwiki.cc/%E6%98%A5%E9%A3%8E%E4%B9%8B%E6%A2%A6,春風の夢|春风之梦|Dream of a Spring Breeze
显现的传承形态,https://thwiki.cc/%E6%98%BE%E7%8E%B0%E7%9A%84%E4%BC%A0%E6%89%BF%E5%BD%A2%E6%80%81,顕現した伝承の形|显现的传承形态|Forms of Manifested Folklore
晓云,https://thwiki.cc/%E6%99%93%E4%BA%91,暁雲|晓云|Morning Clouds
智略纵横,https://thwiki.cc/%E6%99%BA%E7%95%A5%E7%BA%B5%E6%A8%AA,知略縦横|智略纵横|Scheming Outside the Box
暮色苍然,https://thwiki.cc/%E6%9A%AE%E8%89%B2%E8%8B%8D%E7%84%B6,暮色蒼然|暮色苍然|Darkening Dusk
曲名不详,https://thwiki.cc/%E6%9B%B2%E5%90%8D%E4%B8%8D%E8%AF%A6,曲名不詳|曲名不详|Untitled
最澄澈的空与海,https://thwiki.cc/%E6%9C%80%E6%BE%84%E6%BE%88%E7%9A%84%E7%A9%BA%E4%B8%8E%E6%B5%B7,最も澄みわたる空と海|最澄澈的空与海|The Purest Sky and Sea|最澄的空海|最清澈的天空与大海
月之妖鸟、化猫之幻,https://thwiki.cc/%E6%9C%88%E4%B9%8B%E5%A6%96%E9%B8%9F%E3%80%81%E5%8C%96%E7%8C%AB%E4%B9%8B%E5%B9%BB,"月の妖鳥、化猫の幻|月之妖鸟、化猫之幻|Strange Bird of the Moon, Illusion of the Mysterious Cat"
月时计　～ Luna Dial,https://thwiki.cc/%E6%9C%88%E6%97%B6%E8%AE%A1_%EF%BD%9E_Luna_Dial,月時計　～ ルナ・ダイアル|月时计　～ Luna Dial|Lunar Clock ~ Luna Dial
月见草,https://thwiki.cc/%E6%9C%88%E8%A7%81%E8%8D%89,月見草|月见草|Evening Primrose
月轮,https://thwiki.cc/%E6%9C%88%E8%BD%AE,月輪|月轮|The Moon
有人气的场所,https://thwiki.cc/%E6%9C%89%E4%BA%BA%E6%B0%94%E7%9A%84%E5%9C%BA%E6%89%80,人気のある場所|有人气的场所|A Popular Location
有珠子的日常,https://thwiki.cc/%E6%9C%89%E7%8F%A0%E5%AD%90%E7%9A%84%E6%97%A5%E5%B8%B8,ボールのある日常|有珠子的日常|An Everyday Life with Balls
有顶天变　～ Wonderful Heaven,https://thwiki.cc/%E6%9C%89%E9%A1%B6%E5%A4%A9%E5%8F%98_%EF%BD%9E_Wonderful_Heaven,有頂天変　～ Wonderful Heaven|有顶天变　～ Wonderful Heaven|Catastrophe in Bhavaagra ~ Wonderful Heaven
未知之花 魅知之旅,https://thwiki.cc/%E6%9C%AA%E7%9F%A5%E4%B9%8B%E8%8A%B1_%E9%AD%85%E7%9F%A5%E4%B9%8B%E6%97%85%EF%BC%88%E6%9B%B2%E7%9B%AE%EF%BC%89,"未知の花 魅知の旅|未知之花 魅知之旅|Unknown Flower, Mesmerizing Journey"
未知物Ｘ　～ Unfound Adventure,https://thwiki.cc/%E6%9C%AA%E7%9F%A5%E7%89%A9%EF%BC%B8_%EF%BD%9E_Unfound_Adventure,アンノウンＸ　～ Unfound Adventure|未知物Ｘ　～ Unfound Adventure|Unknown X ~ Unfound Adventure
本日的头版头条,https://thwiki.cc/%E6%9C%AC%E6%97%A5%E7%9A%84%E5%A4%B4%E7%89%88%E5%A4%B4%E6%9D%A1,本日の一面記事|本日的头版头条|Today's Front-Page Headline
机械马戏团　～ Reverie,https://thwiki.cc/%E6%9C%BA%E6%A2%B0%E9%A9%AC%E6%88%8F%E5%9B%A2_%EF%BD%9E_Reverie,機械サーカス　～ Reverie|机械马戏团　～ Reverie|Mechanical Circus ~ Reverie
来吧，直到倒地死去的那一刻,https://thwiki.cc/%E6%9D%A5%E5%90%A7%EF%BC%8C%E7%9B%B4%E5%88%B0%E5%80%92%E5%9C%B0%E6%AD%BB%E5%8E%BB%E7%9A%84%E9%82%A3%E4%B8%80%E5%88%BB,"いざ、倒れ逝くその時まで|来吧，直到倒地死去的那一刻|Now, Until the Moment You Die"
架起虹桥的幻想乡,https://thwiki.cc/%E6%9E%B6%E8%B5%B7%E8%99%B9%E6%A1%A5%E7%9A%84%E5%B9%BB%E6%83%B3%E4%B9%A1,虹の架かる幻想郷|架起虹桥的幻想乡|A Rainbow Spanning Gensokyo
柳树下的杜拉罕,https://thwiki.cc/%E6%9F%B3%E6%A0%91%E4%B8%8B%E7%9A%84%E6%9D%9C%E6%8B%89%E7%BD%95,柳の下のデュラハン|柳树下的杜拉罕|Dullahan Under the Willows|柳树下的无头女|柳下的无头骑士
桑尼米尔克的红雾异变,https://thwiki.cc/%E6%A1%91%E5%B0%BC%E7%B1%B3%E5%B0%94%E5%85%8B%E7%9A%84%E7%BA%A2%E9%9B%BE%E5%BC%82%E5%8F%98,サニーミルクの紅霧異変|桑尼米尔克的红雾异变|Sunny Milk's Scarlet Mist Incident
梦境与现实的境界,https://thwiki.cc/%E6%A2%A6%E5%A2%83%E4%B8%8E%E7%8E%B0%E5%AE%9E%E7%9A%84%E5%A2%83%E7%95%8C,夢と現の境界|梦境与现实的境界|Border Between Dreams and Reality
梦幻回廊,https://thwiki.cc/%E6%A2%A6%E5%B9%BB%E5%9B%9E%E5%BB%8A,夢幻回廊|梦幻回廊|Fantasy Corridor
梦幻游戏　～ Dream War,https://thwiki.cc/%E6%A2%A6%E5%B9%BB%E6%B8%B8%E6%88%8F_%EF%BD%9EDream_War,夢幻遊戯　～Dream War|梦幻游戏　～ Dream War|Visionary Game ~ Dream War
梦幻能　～ Taboo Marionette,https://thwiki.cc/%E6%A2%A6%E5%B9%BB%E8%83%BD_%EF%BD%9E_Taboo_Marionette,夢幻能　～ Taboo Marionette|梦幻能　～ Taboo Marionette|Mugen Noh ~ Taboo Marionette
梦想时空,https://thwiki.cc/%E6%A2%A6%E6%83%B3%E6%97%B6%E7%A9%BA,夢想時空|梦想时空|Dimension of Reverie
梦想超越时空,https://thwiki.cc/%E6%A2%A6%E6%83%B3%E8%B6%85%E8%B6%8A%E6%97%B6%E7%A9%BA,夢は時空を越えて|梦想超越时空|A Dream Transcending Space-Time
梦机械　～ Innocent Power,https://thwiki.cc/%E6%A2%A6%E6%9C%BA%E6%A2%B0_%EF%BD%9E_Innocent_Power,夢機械　～ Innocent Power|梦机械　～ Innocent Power|Dream Machine ~ Innocent Power
梦殿大祀庙,https://thwiki.cc/%E6%A2%A6%E6%AE%BF%E5%A4%A7%E7%A5%80%E5%BA%99,夢殿大祀廟|梦殿大祀庙|The Hall of Dreams' Great Mausoleum
梦消失　～ Lost Dream,https://thwiki.cc/%E6%A2%A6%E6%B6%88%E5%A4%B1_%EF%BD%9E_Lost_Dream,夢消失　～Lost Dream|梦消失　～ Lost Dream|Vanishing Dream ~ Lost Dream
森林里面有鬼怪哦,https://thwiki.cc/%E6%A3%AE%E6%9E%97%E9%87%8C%E9%9D%A2%E6%9C%89%E9%AC%BC%E6%80%AA%E5%93%A6,森にはお化けがいるよ|森林里面有鬼怪哦|There's a Monster in the Woods
森闲,https://thwiki.cc/%E6%A3%AE%E9%97%B2,森閑|森闲|Silence
樱花之恋塚　～ Flower of Japan,https://thwiki.cc/%E6%A8%B1%E8%8A%B1%E4%B9%8B%E6%81%8B%E5%A1%9A_%EF%BD%9E_Flower_of_Japan,桜花之恋塚　～ Flower of Japan|樱花之恋塚　～ Flower of Japan|Lovely Mound of Cherry Blossoms ~ Flower of Japan
樱花樱花　～ Japanize Dream...,https://thwiki.cc/%E6%A8%B1%E8%8A%B1%E6%A8%B1%E8%8A%B1_%EF%BD%9E_Japanize_Dream...,"さくらさくら　～ Japanize Dream...|樱花樱花　～ Japanize Dream...|Sakura, Sakura ~ Japanize Dream..."
樱花舞落的天空,https://thwiki.cc/%E6%A8%B1%E8%8A%B1%E8%88%9E%E8%90%BD%E7%9A%84%E5%A4%A9%E7%A9%BA,桜舞い散る天空|樱花舞落的天空|The Sky Where Cherry Blossoms Flutter Down
欢迎来到妖怪寺,https://thwiki.cc/%E6%AC%A2%E8%BF%8E%E6%9D%A5%E5%88%B0%E5%A6%96%E6%80%AA%E5%AF%BA,妖怪寺へようこそ|欢迎来到妖怪寺|Welcome to Youkai Temple|欢迎莅临妖怪寺|欢迎光临妖怪寺
欢迎来到月面旅行团,https://thwiki.cc/%E6%AC%A2%E8%BF%8E%E6%9D%A5%E5%88%B0%E6%9C%88%E9%9D%A2%E6%97%85%E8%A1%8C%E5%9B%A2,月面ツアーへようこそ|欢迎来到月面旅行团|Welcome to the Moon Tour
欲望深重的灵魂,https://thwiki.cc/%E6%AC%B2%E6%9C%9B%E6%B7%B1%E9%87%8D%E7%9A%84%E7%81%B5%E9%AD%82,欲深き霊魂|欲望深重的灵魂|Spirit of Avarice|强欲的灵魂
此岸之塚,https://thwiki.cc/%E6%AD%A4%E5%B2%B8%E4%B9%8B%E5%A1%9A,此岸の塚|此岸之塚|Mound of Shigan
死灵的夜樱,https://thwiki.cc/%E6%AD%BB%E7%81%B5%E7%9A%84%E5%A4%9C%E6%A8%B1,死霊の夜桜|死灵的夜樱|Night Sakura of Dead Spirits
比普朗克更短的须臾,https://thwiki.cc/%E6%AF%94%E6%99%AE%E6%9C%97%E5%85%8B%E6%9B%B4%E7%9F%AD%E7%9A%84%E9%A1%BB%E8%87%BE,須臾はプランクを超えて|比普朗克更短的须臾|An Instant that Exceeds Planck's Time
比红色更虚无的永远,https://thwiki.cc/%E6%AF%94%E7%BA%A2%E8%89%B2%E6%9B%B4%E8%99%9A%E6%97%A0%E7%9A%84%E6%B0%B8%E8%BF%9C,紅より儚い永遠|比红色更虚无的永远|An Eternity More Transient than Scarlet
比赤色更红的梦,https://thwiki.cc/%E6%AF%94%E8%B5%A4%E8%89%B2%E6%9B%B4%E7%BA%A2%E7%9A%84%E6%A2%A6,赤より紅い夢|比赤色更红的梦|A Dream More Scarlet than Red
毕竟不单夜晚有鬼怪,https://thwiki.cc/%E6%AF%95%E7%AB%9F%E4%B8%8D%E5%8D%95%E5%A4%9C%E6%99%9A%E6%9C%89%E9%AC%BC%E6%80%AA,夜じゃなくてもお化けはいるから|毕竟不单夜晚有鬼怪|Ghosts Exist Even When It's Not Night
永夜抄　～ Eastern Night.,https://thwiki.cc/%E6%B0%B8%E5%A4%9C%E6%8A%84_%EF%BD%9E_Eastern_Night.,永夜抄　～ Eastern Night.|永夜抄　～ Eastern Night.|Eternal Night Vignette ~ Eastern Night
永夜的报应　～ Imperishable Night,https://thwiki.cc/%E6%B0%B8%E5%A4%9C%E7%9A%84%E6%8A%A5%E5%BA%94_%EF%BD%9E_Imperishable_Night,永夜の報い　～ Imperishable Night|永夜的报应　～ Imperishable Night|Retribution for the Eternal Night ~ Imperishable Night
永远之巫女,https://thwiki.cc/%E6%B0%B8%E8%BF%9C%E4%B9%8B%E5%B7%AB%E5%A5%B3,永遠の巫女|永远之巫女|Eternal Shrine Maiden
永远延续的回廊,https://thwiki.cc/%E6%B0%B8%E8%BF%9C%E5%BB%B6%E7%BB%AD%E7%9A%84%E5%9B%9E%E5%BB%8A,永遠に続く回廊|永远延续的回廊|Corridor Stretching to Eternity
永远的三日天下,https://thwiki.cc/%E6%B0%B8%E8%BF%9C%E7%9A%84%E4%B8%89%E6%97%A5%E5%A4%A9%E4%B8%8B,永遠の三日天下|永远的三日天下|Eternal Transient Reign
永远的乐园,https://thwiki.cc/%E6%B0%B8%E8%BF%9C%E7%9A%84%E4%B9%90%E5%9B%AD,久遠の楽園|永远的乐园|Eternal Paradise
永远的春梦,https://thwiki.cc/%E6%B0%B8%E8%BF%9C%E7%9A%84%E6%98%A5%E6%A2%A6,永遠の春夢|永远的春梦|Eternal Spring Dream
永远的满月,https://thwiki.cc/%E6%B0%B8%E8%BF%9C%E7%9A%84%E6%BB%A1%E6%9C%88,永遠の満月|永远的满月|Eternal Full Moon
沉入记忆深海的少女,https://thwiki.cc/%E6%B2%89%E5%85%A5%E8%AE%B0%E5%BF%86%E6%B7%B1%E6%B5%B7%E7%9A%84%E5%B0%91%E5%A5%B3,記憶の深海に沈む少女|沉入记忆深海的少女|The Maiden Sinking into the Deep Sea of Memory
沉向空中的辉针城,https://thwiki.cc/%E6%B2%89%E5%90%91%E7%A9%BA%E4%B8%AD%E7%9A%84%E8%BE%89%E9%92%88%E5%9F%8E,空中に沈む輝針城|沉向空中的辉针城|The Shining Needle Castle Sinking in the Air|沉没于空中的辉针城
沉睡的恐怖　～ Sleeping Terror,https://thwiki.cc/%E6%B2%89%E7%9D%A1%E7%9A%84%E6%81%90%E6%80%96_%EF%BD%9E_Sleeping_Terror,眠れる恐怖　～Sleeping Terror|沉睡的恐怖　～ Sleeping Terror|Sleeping Terror
沉默的兽灵,https://thwiki.cc/%E6%B2%89%E9%BB%98%E7%9A%84%E5%85%BD%E7%81%B5,物言わぬ獣の霊|沉默的兽灵|Silent Beast Spirits
没用上的场所,https://thwiki.cc/%E6%B2%A1%E7%94%A8%E4%B8%8A%E7%9A%84%E5%9C%BA%E6%89%80,使われなかった場所|没用上的场所|An Unused Location
法力之下的平等,https://thwiki.cc/%E6%B3%95%E5%8A%9B%E4%B9%8B%E4%B8%8B%E7%9A%84%E5%B9%B3%E7%AD%89,法力の下の平等|法力之下的平等|Equality Under the Law of Dharma
法界之火,https://thwiki.cc/%E6%B3%95%E7%95%8C%E4%B9%8B%E7%81%AB,法界の火|法界之火|Fires of Hokkai
泽之河童的技术力,https://thwiki.cc/%E6%B3%BD%E4%B9%8B%E6%B2%B3%E7%AB%A5%E7%9A%84%E6%8A%80%E6%9C%AF%E5%8A%9B,沢の河童の技術力|泽之河童的技术力|The Ravine Kappa's Technological Prowess
活泼的纯情小姑娘,https://thwiki.cc/%E6%B4%BB%E6%B3%BC%E7%9A%84%E7%BA%AF%E6%83%85%E5%B0%8F%E5%A7%91%E5%A8%98,おてんば恋娘|活泼的纯情小姑娘|Tomboyish Girl in Love|快活的恋爱少女
浪漫逃飞行,https://thwiki.cc/%E6%B5%AA%E6%BC%AB%E9%80%83%E9%A3%9E%E8%A1%8C,ロマンチック逃飛行|浪漫逃飞行|Romantic Escape Flight
深山的遭遇,https://thwiki.cc/%E6%B7%B1%E5%B1%B1%E7%9A%84%E9%81%AD%E9%81%87,山奥のエンカウンター|深山的遭遇|Deep-Mountain Encounter
深绿掩映的断崖,https://thwiki.cc/%E6%B7%B1%E7%BB%BF%E6%8E%A9%E6%98%A0%E7%9A%84%E6%96%AD%E5%B4%96,深緑に隠された断崖|深绿掩映的断崖|The Cliff Hidden in Deep Green
渴盼已久的逢魔之刻,https://thwiki.cc/%E6%B8%B4%E7%9B%BC%E5%B7%B2%E4%B9%85%E7%9A%84%E9%80%A2%E9%AD%94%E4%B9%8B%E5%88%BB,待ちわびた逢魔が時|渴盼已久的逢魔之刻|The Long-Awaited Oumagatoki
湖上倒映着洁净的月光,https://thwiki.cc/%E6%B9%96%E4%B8%8A%E5%80%92%E6%98%A0%E7%9D%80%E6%B4%81%E5%87%80%E7%9A%84%E6%9C%88%E5%85%89,湖は浄めの月光を映して|湖上倒映着洁净的月光|The Lake Reflects the Cleansed Moonlight
满月的竹林,https://thwiki.cc/%E6%BB%A1%E6%9C%88%E7%9A%84%E7%AB%B9%E6%9E%97,満月の竹林|满月的竹林|Bamboo Forest of the Full Moon|满月竹林
漂浮于宇宙之中的幻想乡,https://thwiki.cc/%E6%BC%82%E6%B5%AE%E4%BA%8E%E5%AE%87%E5%AE%99%E4%B9%8B%E4%B8%AD%E7%9A%84%E5%B9%BB%E6%83%B3%E4%B9%A1,宇宙に浮かぶ幻想郷|漂浮于宇宙之中的幻想乡|The Gensokyo That Floats in Outer Space
漫游旧地狱街道,https://thwiki.cc/%E6%BC%AB%E6%B8%B8%E6%97%A7%E5%9C%B0%E7%8B%B1%E8%A1%97%E9%81%93,旧地獄街道を行く|漫游旧地狱街道|Walking the Streets of a Former Hell
灭杀龙王的公主,https://thwiki.cc/%E7%81%AD%E6%9D%80%E9%BE%99%E7%8E%8B%E7%9A%84%E5%85%AC%E4%B8%BB,龍王殺しのプリンセス|灭杀龙王的公主|The Princess Who Slays Dragon Kings
灰姑娘的笼子　～ Kagome-Kagome,https://thwiki.cc/%E7%81%B0%E5%A7%91%E5%A8%98%E7%9A%84%E7%AC%BC%E5%AD%90_%EF%BD%9E_Kagome-Kagome,シンデレラケージ　～ Kagome-Kagome|灰姑娘的笼子　～ Kagome-Kagome|Cinderella Cage ~ Kagome-Kagome
灵人的休息日,https://thwiki.cc/%E7%81%B5%E4%BA%BA%E7%9A%84%E4%BC%91%E6%81%AF%E6%97%A5,霊人の休日|灵人的休息日|Ghostly Person's Holiday
灵天　～ Spiritual Heaven,https://thwiki.cc/%E7%81%B5%E5%A4%A9_%EF%BD%9E_Spiritual_Heaven,霊天　～ Spiritual Heaven|灵天　～ Spiritual Heaven|Spiritual Heaven
灵异任你选,https://thwiki.cc/%E7%81%B5%E5%BC%82%E4%BB%BB%E4%BD%A0%E9%80%89,オカルトアラカルト|灵异任你选|Occult à la Carte
灵战　～ Perdition crisis,https://thwiki.cc/%E7%81%B5%E6%88%98_%EF%BD%9E_Perdition_crisis,霊戦　～ Perdition crisis|灵战　～ Perdition crisis|Spirit Battle ~ Perdition crisis
灵知的太阳信仰　～ Nuclear Fusion,https://thwiki.cc/%E7%81%B5%E7%9F%A5%E7%9A%84%E5%A4%AA%E9%98%B3%E4%BF%A1%E4%BB%B0_%EF%BD%9E_Nuclear_Fusion,霊知の太陽信仰　～ Nuclear Fusion|灵知的太阳信仰　～ Nuclear Fusion|Solar Sect of Mystic Wisdom ~ Nuclear Fusion
灵魂安息之所,https://thwiki.cc/%E7%81%B5%E9%AD%82%E5%AE%89%E6%81%AF%E4%B9%8B%E6%89%80,魂の休らむ所|灵魂安息之所|Soul's Resting Place
熙攘市场今何在　～ Immemorial Marketeers,https://thwiki.cc/%E7%86%99%E6%94%98%E5%B8%82%E5%9C%BA%E4%BB%8A%E4%BD%95%E5%9C%A8_%EF%BD%9E_Immemorial_Marketeers,あの賑やかな市場は今どこに　～ Immemorial Marketeers|熙攘市场今何在　～ Immemorial Marketeers|Where Is That Bustling Marketplace Now ~ Immemorial Marketeers
燃起犯规的狼烟,https://thwiki.cc/%E7%87%83%E8%B5%B7%E7%8A%AF%E8%A7%84%E7%9A%84%E7%8B%BC%E7%83%9F,反則の狼煙を上げろ|燃起犯规的狼烟|Raise the Signal Fire of Cheating
燕石博物志所带来的黑暗,https://thwiki.cc/%E7%87%95%E7%9F%B3%E5%8D%9A%E7%89%A9%E5%BF%97%E6%89%80%E5%B8%A6%E6%9D%A5%E7%9A%84%E9%BB%91%E6%9A%97,燕石博物誌が連れてきた闇|燕石博物志所带来的黑暗|The Darkness Brought In by Swallowstone Naturalis Historia
特佩斯的年幼末裔,https://thwiki.cc/%E7%89%B9%E4%BD%A9%E6%96%AF%E7%9A%84%E5%B9%B4%E5%B9%BC%E6%9C%AB%E8%A3%94,ツェペシュの幼き末裔|特佩斯的年幼末裔|The Young Descendant of Tepes
特洛伊群的密林,https://thwiki.cc/%E7%89%B9%E6%B4%9B%E4%BC%8A%E7%BE%A4%E7%9A%84%E5%AF%86%E6%9E%97,トロヤ群の密林|特洛伊群的密林|Trojan Asteroid Jungle
狂气之瞳　～ Invisible Full Moon,https://thwiki.cc/%E7%8B%82%E6%B0%94%E4%B9%8B%E7%9E%B3_%EF%BD%9E_Invisible_Full_Moon,狂気の瞳　～ Invisible Full Moon|狂气之瞳　～ Invisible Full Moon|Lunatic Eyes ~ Invisible Full Moon
独一无二的投影,https://thwiki.cc/%E7%8B%AC%E4%B8%80%E6%97%A0%E4%BA%8C%E7%9A%84%E6%8A%95%E5%BD%B1,唯一無二のシミュラークル|独一无二的投影|Independent Simulacrum|独一无二的Simulacrum
独自一人的常陆行路,https://thwiki.cc/%E7%8B%AC%E8%87%AA%E4%B8%80%E4%BA%BA%E7%9A%84%E5%B8%B8%E9%99%86%E8%A1%8C%E8%B7%AF,ひとりぼっちの常陸行路|独自一人的常陆行路|The Lonely Road of Hitachi
猎鹿旧忆回潮,https://thwiki.cc/%E7%8C%8E%E9%B9%BF%E6%97%A7%E5%BF%86%E5%9B%9E%E6%BD%AE,鹿狩りのレミニセンス|猎鹿旧忆回潮|Reminiscence of Deer Hunting
献给已逝公主的七重奏,https://thwiki.cc/%E7%8C%AE%E7%BB%99%E5%B7%B2%E9%80%9D%E5%85%AC%E4%B8%BB%E7%9A%84%E4%B8%83%E9%87%8D%E5%A5%8F,亡き王女の為のセプテット|献给已逝公主的七重奏|Septette for a Dead Princess
现代妖怪殖民地,https://thwiki.cc/%E7%8E%B0%E4%BB%A3%E5%A6%96%E6%80%AA%E6%AE%96%E6%B0%91%E5%9C%B0,妖怪モダンコロニー|现代妖怪殖民地|Youkai Modern Colony
珍奇的上海古牌,https://thwiki.cc/%E7%8F%8D%E5%A5%87%E7%9A%84%E4%B8%8A%E6%B5%B7%E5%8F%A4%E7%89%8C,キュアリアス上海古牌|珍奇的上海古牌|Curious Old Shanghai Tile|好奇的上海古牌
甲论乙驳,https://thwiki.cc/%E7%94%B2%E8%AE%BA%E4%B9%99%E9%A9%B3,甲論乙駁|甲论乙驳|Argue for and Against
畜生们的小憩,https://thwiki.cc/%E7%95%9C%E7%94%9F%E4%BB%AC%E7%9A%84%E5%B0%8F%E6%86%A9,畜生達の休息|畜生们的小憩|The Animals' Rest
疑惑的萌芽,https://thwiki.cc/%E7%96%91%E6%83%91%E7%9A%84%E8%90%8C%E8%8A%BD,疑惑の芽生え|疑惑的萌芽|Sprouts of Suspicion
白色旅人,https://thwiki.cc/%E7%99%BD%E8%89%B2%E6%97%85%E4%BA%BA,白い旅人|白色旅人|White Traveler
相信可能性,https://thwiki.cc/%E7%9B%B8%E4%BF%A1%E5%8F%AF%E8%83%BD%E6%80%A7,可能性を信じて|相信可能性|Believe in Possibilities
眷爱众生之神　～ Romantic Fall,https://thwiki.cc/%E7%9C%B7%E7%88%B1%E4%BC%97%E7%94%9F%E4%B9%8B%E7%A5%9E_%EF%BD%9E_Romantic_Fall,人恋し神様　～ Romantic Fall|眷爱众生之神　～ Romantic Fall|A God That Misses People ~ Romantic Fall|喜爱人类的神明　～ Romantic Fall|眷恋众人之神　～ Romantic Fall
知晓真相之人,https://thwiki.cc/%E7%9F%A5%E6%99%93%E7%9C%9F%E7%9B%B8%E4%B9%8B%E4%BA%BA,真実を知る者|知晓真相之人|Those Who Know the Truth
石之婴儿与水中牛,https://thwiki.cc/%E7%9F%B3%E4%B9%8B%E5%A9%B4%E5%84%BF%E4%B8%8E%E6%B0%B4%E4%B8%AD%E7%89%9B,石の赤子と水中の牛|石之婴儿与水中牛|The Stone Baby and the Submerged Bovine
破邪的小太刀,https://thwiki.cc/%E7%A0%B4%E9%82%AA%E7%9A%84%E5%B0%8F%E5%A4%AA%E5%88%80,破邪の小太刀|破邪的小太刀|Blade of Banishment
碎月,https://thwiki.cc/%E7%A2%8E%E6%9C%88,砕月|碎月|Broken Moon
神代矿石,https://thwiki.cc/%E7%A5%9E%E4%BB%A3%E7%9F%BF%E7%9F%B3,神代鉱石|神代矿石|Ore from the Age of the Gods
神圣庄严的古战场　～ Suwa Foughten Field,https://thwiki.cc/%E7%A5%9E%E5%9C%A3%E5%BA%84%E4%B8%A5%E7%9A%84%E5%8F%A4%E6%88%98%E5%9C%BA_%EF%BD%9E_Suwa_Foughten_Field,神さびた古戦場　～ Suwa Foughten Field|神圣庄严的古战场　～ Suwa Foughten Field|The Venerable Ancient Battlefield ~ Suwa Foughten Field
神域的捉迷藏生活,https://thwiki.cc/%E7%A5%9E%E5%9F%9F%E7%9A%84%E6%8D%89%E8%BF%B7%E8%97%8F%E7%94%9F%E6%B4%BB,神域のかくれんぼ暮らし|神域的捉迷藏生活|The Hide-and-Seek Lifestyle at the Shrine
神明降下恩惠之雨　～ Sylphid Dream,https://thwiki.cc/%E7%A5%9E%E6%98%8E%E9%99%8D%E4%B8%8B%E6%81%A9%E6%83%A0%E4%B9%8B%E9%9B%A8_%EF%BD%9E_Sylphid_Dream,神は恵みの雨を降らす　～ Sylphid Dream|神明降下恩惠之雨　～ Sylphid Dream|The Gods Give Us Blessed Rain ~ Sylphid Dream
神社,https://thwiki.cc/%E7%A5%9E%E7%A4%BE,神社|神社|Shinto Shrine
神社的新风,https://thwiki.cc/%E7%A5%9E%E7%A4%BE%E7%9A%84%E6%96%B0%E9%A3%8E,神社の新しい風|神社的新风|A New Wind at the Shrine|神社的新气象
神秘的人偶　～ God Knows,https://thwiki.cc/%E7%A5%9E%E7%A7%98%E7%9A%84%E4%BA%BA%E5%81%B6_%EF%BD%9E_God_Knows,エニグマティクドール　～ God Knows|神秘的人偶　～ God Knows|Enigmatic Doll ~ God Knows
神篱，如紫色火焰般燃烧,https://thwiki.cc/%E7%A5%9E%E7%AF%B1%EF%BC%8C%E5%A6%82%E7%B4%AB%E8%89%B2%E7%81%AB%E7%84%B0%E8%88%AC%E7%87%83%E7%83%A7,"ひもろぎ、むらさきにもえ|神篱，如紫色火焰般燃烧|Himorogi, Burn in Violet"
神话幻想　～ Infinite Being,https://thwiki.cc/%E7%A5%9E%E8%AF%9D%E5%B9%BB%E6%83%B3_%EF%BD%9E_Infinite_Being,神話幻想　～ Infinite Being|神话幻想　～ Infinite Being|Legendary Illusion ~ Infinite Being
祭司王约翰的黄金境,https://thwiki.cc/%E7%A5%AD%E5%8F%B8%E7%8E%8B%E7%BA%A6%E7%BF%B0%E7%9A%84%E9%BB%84%E9%87%91%E5%A2%83,プレステ・ジョアンの黄金境|祭司王约翰的黄金境|Golden Land of Prester John
祸机,https://thwiki.cc/%E7%A5%B8%E6%9C%BA,禍機|祸机|Bad Omen
禁忌之门对侧，是此世还是彼世,https://thwiki.cc/%E7%A6%81%E5%BF%8C%E4%B9%8B%E9%97%A8%E5%AF%B9%E4%BE%A7%EF%BC%8C%E6%98%AF%E6%AD%A4%E4%B8%96%E8%BF%98%E6%98%AF%E5%BD%BC%E4%B8%96,"禁断の扉の向こうは、この世かあの世か|禁忌之门对侧，是此世还是彼世|Does the Forbidden Door Lead to This World, or the World Beyond?"
禁忌的膜壁,https://thwiki.cc/%E7%A6%81%E5%BF%8C%E7%9A%84%E8%86%9C%E5%A3%81,禁忌の膜壁|禁忌的膜壁|The Taboo Membrane Wall
禁忌的魔法　～ Forbidden Magic,https://thwiki.cc/%E7%A6%81%E5%BF%8C%E7%9A%84%E9%AD%94%E6%B3%95_%EF%BD%9E_Forbidden_Magic,禁断の魔法　～ Forbidden Magic|禁忌的魔法　～ Forbidden Magic|Forbidden Magic
秋霜玉　～ Clockworks,https://thwiki.cc/%E7%A7%8B%E9%9C%9C%E7%8E%89_%EF%BD%9E_Clockworks,秋霜玉　～ Clockworks|秋霜玉　～ Clockworks|Autumn Frost Orb ~ Clockworks
科学世纪的少年少女,https://thwiki.cc/%E7%A7%91%E5%AD%A6%E4%B8%96%E7%BA%AA%E7%9A%84%E5%B0%91%E5%B9%B4%E5%B0%91%E5%A5%B3,科学世紀の少年少女|科学世纪的少年少女|Boys and Girls of the Age of Science
秘境的人鱼,https://thwiki.cc/%E7%A7%98%E5%A2%83%E7%9A%84%E4%BA%BA%E9%B1%BC,秘境のマーメイド|秘境的人鱼|Mermaid from the Uncharted Land|秘境人鱼
